Dumb_Games	1092 451 1545 2652 1765 2197 775 2437 1698 243 700 1508 1824 816 2631 1663 980 231 714 967 1135 2014 129 1677 439 2169 1912 1092 1149 1473 2067 248
PostModern_Games	1132 1938 540 1754 621 391 1694 651 1368 2507 1844 776 1084 1101 1296 1671 1313 627 2561 1123 2208 856 2087 2388 1660 1751 2316 1914 298 1203 584 2143
Hot_Sports	2543 236 29 27 2328 169 702 1773 1558 2581 210 747 2619 587 2252 1457 1923 742 1408 872 2633 46 1563 28 2048 756 867 183 1204 171 1577 2114
Surreal_Sports	52 875 911 1627 1909 660 844 2300 1028 2517 757 1595 1351 1164 2540 1010 2061 468 68 166 1476 1178 1999 321 632 593 82 2252 787 2376 2124 335
Hourly_Games	979 219 1783 1122 838 522 1679 1610 1659 381 636 1237 163 583 2012 1244 1206 1552 2611 2620 1213 2595 953 592 2589 2602 1996 1561 561 1351 2003 2604
Baked_Games	357 2128 230 1145 1215 2172 1458 412 1185 403 2526 1790 279 1851 165 1501 2469 674 542 1767 2180 237 1992 2144 2446 2575 1555 967 196 214 1266 530
Baked_Sports	2349 1191 552 733 2245 1679 1373 592 2548 1575 161 2498 2294 2236 1204 840 266 985 1211 1883 1235 1584 2587 1890 2278 2553 559 639 2285 969 1528 1238
Surreal_Show	1649 2402 242 2545 2100 411 1803 850 2514 862 683 163 2501 527 1985 2427 1694 127 993 1102 1331 1947 593 110 2633 1584 2413 2337 1641 259 2050
PostModern_News	1757 2009 1320 683 2578 1868 1623 579 439 62 2079 246 1699 483 51 1622 1706 1526 1020 2221 455 1533 2063 563 1054 282 2070 1606 2023 881 819 1613
Hourly_Show	411 1711 724 2147 1491 238 2248 267 980 1382 456 1616 1491 834 1351 1845 1017 2099 803 113 1246 1625 2068 2192 2141 1854 1594 830 1593 122 1823
Cold_Cooking	800 658 1194 2209 1288 1479 1053 2512 1184 1971 48 554 2129 387 1017 1153 878 394 2060 2122 1477 1770 2067 538 2446 2369 816 545 862 711 1415
Dumb_Sports	1079 1914 1726 2245 1826 1403 179 772 723 2150 1470 1490 1629 1298 108 942 2524 1527 2261 2207 1976 2422 2490 1733 614 1874 758 1962 140 512 210 230
Loud_Games	200 2442 2260 40 836 1376 565 454 1287 2012 1866 1861 1591 138 1503 1054 1191 1773 178 691 384 1373 1813 1993 2648 566 1413 1001 1323 203 606
Baked_Cooking	376 1587 510 986 494 558 1627 2325 316 678 2312 1220 1976 2387 1357 80 2538 951 439 1752 1398 1513 1630 834 443 373 2192 2025 2152 2045 1052
PostModern_Cooking	2602 945 864 1137 56 2358 1056 478 396 2439 774 786 1950 2626 152 1311 329 783 2453 689 854 1789 610 363 232 2314 1616 1147 2533 1692 2141 2153
Almost_News	2189 970 594 244 1160 2087 1933 66 1278 1058 2035 1087 1782 2456 895 1649 346 1538 2567 509 908 102 1649 2181 2395 664 213 1263 1440 2151 775 2454
Surreal_News	1796 366 426 694 582 558 2394 1034 663 1971 2347 458 1205 1784 245 1464 1989 1458 2250 1989 368 2242 1924 1367 893 621 81 1041 271 1146 1087 1825
Almost_Cooking	2607 1747 1675 1780 1208 1014 1645 2638 1252 2242 1378 39 1903 896 941 1489 2280 1162 652 1052 1103 1539 918 763 666 362 1295 1029 377 2552 118 1406
Loud_News	2478 554 203 262 2300 672 1801 1379 1012 494 1069 2206 759 2012 151 1251 2246 2574 1342 333 1291 1434 1904 1524 373 479 764 2086 1564 2188 2436 946
Hourly_Talking	894 2116 1461 2461 146 36 1562 1156 161 902 1431 2653 1004 2004 1606 1496 1389 983 698 1439 2168 1318 1192 2340 1534 2164 1792 2459 991 1843 1569 719 1800 321 1503 2133 554 1221 392 1244 2177 1327 1769 290 265 895 2582 622 1000 1852 2146 1296 531 1679 2293 296 563 1230 969 1821 908 58 2559
Baked_Talking	1584 247 63 1722 946 971 2489 2367 2220 2215 1624 2062 1878 1052 276 1153 44 2407 2260 1403 2327 529 1825 2457 1200 1131 244 1001 1964 1313 1018 2131 800 509 1879 1526 639 2319 655 288 2620 183 1479 904 2274 217 1957 1294 2257 967 672 578 1874 2222 965 1819 932 1973 309 1362 1067 1896 565 1197
PostModern_Show	2350 2491 1247 462 1617 2461 2105 506 218 1728 1636 802 1996 2112 459 1179 2262 1823 2649 2629 2639 2089 2360 2192 1462 2466 2626 1903 1025 1289 376
Cold_Show	2612 1693 971 950 103 664 2088 2289 2552 782 2489 2107 1869 1570 1534 967 2431 134 616 2639 1291 696 1807 1721 336 2183 2369 285 2045 1228 1229 847
Almost_Games	554 2239 195 2084 1486 2653 646 93 420 958 595 1343 152 129 195 351 1454 2393 2015 2578 462 1068 1652 1771 62 76 327 1408 1882 2303 1962 83
Hourly_News	2593 1969 1870 2479 380 2420 2506 1413 1312 207 2194 2281 2045 833 1202 956 1682 2653 802 2591 357 2290 2622 2191 1992 965 2259 1384 1592 2600 934 1021
Dumb_Cooking	1411 803 1281 2503 345 1735 1695 327 981 669 1469 1341 740 1963 662 941 2375 638 299 134 1975 2273 1601 2398 1168 1873 609 1073 805 1066 209 81
Hourly_Cooking	2289 1337 1231 1095 1519 1122 1164 1768 638 352 1716 2270 322 419 872 1685 1032 2350 1027 841 447 433 331 996 2230 2475 1041 300 2385 1631 456 1010
Almost_Sports	721 342 48 1670 802 1755 240 1011 1142 1852 2230 1816 424 1526 1608 2341 1430 2310 1282 1719 1955 689 2066 1393 1333 1214 445 2177 1007 592 970
Almost_Show	1154 1193 1853 1429 1975 1052 2156 1325 2463 1873 482 1347 599 1939 1081 96 606 355 2050 695 1982 362 466 1664 2581 1738 473 80 923 2337 1849
Baked_News	438 2358 2057 307 1962 478 1546 1387 489 2002 1773 1826 1349 1133 1299 464 801 2028 1528 2617 2066 1480 2423 219 1592 118 1875 1114 1821 2271 513
Hot_Games	95 1804 1939 807 1434 1626 2057 2405 2551 338 2135 1247 822 511 699 329 2494 1998 1261 1520 1576 1043 121 2082 140 125 1793 942 702 1316 875 2614
Dumb_Show	1579 2390 2650 936 1919 2471 1436 1128 1260 184 2598 1627 1000 957 2272 1005 1525 1963 429 679 903 2488 1435 1463 577 1866 1960 2469 1361 1540 1338 367
Dumb_Talking	2610 1870 835 1858 2081 843 2102 1913 471 841 1656 348 1940 2182 2405 1735 367 959 2144 1946 367 1219 2293 1620 1880 2528 1345 1853 1336 79 265 2182 629 1092 1352 935 2379 1751 1234 1042 1228 1654 101 2126 2386 833 2277 87 2197 514 700 61 1135 2024 2284 1796 613 2186 1669 1548 1734 2586 1033
Hot_Cooking	716 2285 655 70 1870 1182 1402 2186 323 2336 2041 1064 549 1918 2270 590 1814 1370 538 819 1340 2635 2617 1714 1569 2161 1255 1166 2464 2390 781
Cold_Games	708 1686 580 2473 49 2026 661 1259 241 1367 422 1640 1308 1888 1206 1314 686 2413 2212 2098 360 1791 110 477 1144 1465 2115 1002 2150 2249 1789 380
Baked_Show	1300 809 1730 1688 1233 1482 849 918 1018 1415 2237 701 1864 1683 320 2632 2019 839 2362 715 1323 994 1518 130 2033 298 1673 1913 1448 1008 977 2068
